| Threshold | Scale factor | Min. neighbors | Precision | Recall |
| 0.90 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.90 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.90 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.90 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.90 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.90 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.90 | 1.30 | 4.00 | 0.00 | 0.00 |
| 0.91 | 1.05 | 1.00 | 0.00 | 0.01 |
| 0.91 | 1.05 | 2.00 | 0.00 | 0.01 |
| 0.91 | 1.05 | 3.00 | 0.00 | 0.01 |
| 0.91 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.91 | 1.10 | 1.00 | 0.00 | 0.01 |
| 0.91 | 1.10 | 2.00 | 0.00 | 0.00 |
| 0.91 | 1.10 | 3.00 | 0.00 | 0.00 |
| 0.91 | 1.10 | 4.00 | 0.00 | 0.00 |
| 0.91 | 1.15 | 1.00 | 0.00 | 0.00 |
| 0.91 | 1.15 | 2.00 | 0.00 | 0.00 |
| 0.91 | 1.15 | 3.00 | 0.00 | 0.00 |
| 0.91 | 1.15 | 4.00 | 0.00 | 0.00 |
| 0.91 | 1.20 | 1.00 | 0.00 | 0.00 |
| 0.91 | 1.20 | 2.00 | 0.00 | 0.00 |
| 0.91 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.91 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.91 | 1.25 | 1.00 | 0.00 | 0.00 |
| 0.91 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.91 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.91 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.91 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.91 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.91 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.91 | 1.30 | 4.00 | 0.00 | 0.00 |
| 0.92 | 1.05 | 1.00 | 0.00 | 0.00 |
| 0.92 | 1.05 | 2.00 | 0.00 | 0.00 |
| 0.92 | 1.05 | 3.00 | 0.00 | 0.00 |
| 0.92 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.92 | 1.10 | 1.00 | 0.00 | 0.00 |
| 0.92 | 1.10 | 2.00 | 0.00 | 0.00 |
| 0.92 | 1.10 | 3.00 | 0.00 | 0.00 |
| 0.92 | 1.10 | 4.00 | 0.00 | 0.00 |
| 0.92 | 1.15 | 1.00 | 0.00 | 0.00 |
| 0.92 | 1.15 | 2.00 | 0.00 | 0.00 |
| 0.92 | 1.15 | 3.00 | 0.00 | 0.00 |
| 0.92 | 1.15 | 4.00 | 0.00 | 0.00 |
| 0.92 | 1.20 | 1.00 | 0.00 | 0.00 |
| 0.92 | 1.20 | 2.00 | 0.00 | 0.00 |
| 0.92 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.92 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.92 | 1.25 | 1.00 | 0.00 | 0.00 |
| 0.92 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.92 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.92 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.92 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.92 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.92 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.92 | 1.30 | 4.00 | 0.00 | 0.00 |
| 0.93 | 1.05 | 1.00 | 0.00 | 0.00 |
| 0.93 | 1.05 | 2.00 | 0.00 | 0.00 |
| 0.93 | 1.05 | 3.00 | 0.00 | 0.00 |
| 0.93 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.93 | 1.10 | 1.00 | 0.00 | 0.00 |
| 0.93 | 1.10 | 2.00 | 0.00 | 0.00 |
| 0.93 | 1.10 | 3.00 | 0.00 | 0.00 |
| 0.93 | 1.10 | 4.00 | 0.00 | 0.00 |
| 0.93 | 1.15 | 1.00 | 0.00 | 0.00 |
| 0.93 | 1.15 | 2.00 | 0.00 | 0.00 |
| 0.93 | 1.15 | 3.00 | 0.00 | 0.00 |
| 0.93 | 1.15 | 4.00 | 0.00 | 0.00 |
| 0.93 | 1.20 | 1.00 | 0.00 | 0.00 |
| 0.93 | 1.20 | 2.00 | 0.00 | 0.00 |
| 0.93 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.93 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.93 | 1.25 | 1.00 | 0.00 | 0.00 |
| 0.93 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.93 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.93 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.93 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.93 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.93 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.93 | 1.30 | 4.00 | 0.00 | 0.00 |
| 0.94 | 1.05 | 1.00 | 0.00 | 0.00 |
| 0.94 | 1.05 | 2.00 | 0.00 | 0.00 |
| 0.94 | 1.05 | 3.00 | 0.00 | 0.00 |
| 0.94 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.94 | 1.10 | 1.00 | 0.00 | 0.00 |
| 0.94 | 1.10 | 2.00 | 0.00 | 0.00 |
| 0.94 | 1.10 | 3.00 | 0.00 | 0.00 |
| 0.94 | 1.10 | 4.00 | 0.00 | 0.00 |
| 0.94 | 1.15 | 1.00 | 0.00 | 0.00 |
| 0.94 | 1.15 | 2.00 | 0.00 | 0.00 |
| 0.94 | 1.15 | 3.00 | 0.00 | 0.00 |
| 0.94 | 1.15 | 4.00 | 0.00 | 0.00 |
| 0.94 | 1.20 | 1.00 | 0.00 | 0.00 |
| 0.94 | 1.20 | 2.00 | 0.00 | 0.00 |
| 0.94 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.94 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.94 | 1.25 | 1.00 | 0.00 | 0.00 |
| 0.94 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.94 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.94 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.94 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.94 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.94 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.94 | 1.30 | 4.00 | 0.00 | 0.00 |
| 0.95 | 1.05 | 1.00 | 0.00 | 0.00 |
| 0.95 | 1.05 | 2.00 | 0.00 | 0.00 |
| 0.95 | 1.05 | 3.00 | 0.00 | 0.00 |
| 0.95 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.95 | 1.10 | 1.00 | 0.00 | 0.00 |
| 0.95 | 1.10 | 2.00 | 0.00 | 0.00 |
| 0.95 | 1.10 | 3.00 | 0.00 | 0.00 |
| 0.95 | 1.10 | 4.00 | 0.00 | 0.00 |
| 0.95 | 1.15 | 1.00 | 0.00 | 0.00 |
| 0.95 | 1.15 | 2.00 | 0.00 | 0.00 |
| 0.95 | 1.15 | 3.00 | 0.00 | 0.00 |
| 0.95 | 1.15 | 4.00 | 0.00 | 0.00 |
| 0.95 | 1.20 | 1.00 | 0.00 | 0.00 |
| 0.95 | 1.20 | 2.00 | 0.00 | 0.00 |
| 0.95 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.95 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.95 | 1.25 | 1.00 | 0.00 | 0.00 |
| 0.95 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.95 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.95 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.95 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.95 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.95 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.95 | 1.30 | 4.00 | 0.00 | 0.00 |
| 0.96 | 1.05 | 1.00 | 0.00 | 0.00 |
| 0.96 | 1.05 | 2.00 | 0.00 | 0.00 |
| 0.96 | 1.05 | 3.00 | 0.00 | 0.00 |
| 0.96 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.96 | 1.10 | 1.00 | 0.00 | 0.00 |
| 0.96 | 1.10 | 2.00 | 0.00 | 0.00 |
| 0.96 | 1.10 | 3.00 | 0.00 | 0.00 |
| 0.96 | 1.10 | 4.00 | 0.00 | 0.00 |
| 0.96 | 1.15 | 1.00 | 0.00 | 0.00 |
| 0.96 | 1.15 | 2.00 | 0.00 | 0.00 |
| 0.96 | 1.15 | 3.00 | 0.00 | 0.00 |
| 0.96 | 1.15 | 4.00 | 0.00 | 0.00 |
| 0.96 | 1.20 | 1.00 | 0.00 | 0.00 |
| 0.96 | 1.20 | 2.00 | 0.00 | 0.00 |
| 0.96 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.96 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.96 | 1.25 | 1.00 | 0.00 | 0.00 |
| 0.96 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.96 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.96 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.96 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.96 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.96 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.96 | 1.30 | 4.00 | 0.00 | 0.00 |
| 0.97 | 1.05 | 1.00 | 0.00 | 0.00 |
| 0.97 | 1.05 | 2.00 | 0.00 | 0.00 |
| 0.97 | 1.05 | 3.00 | 0.00 | 0.00 |
| 0.97 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.97 | 1.10 | 1.00 | 0.00 | 0.00 |
| 0.97 | 1.10 | 2.00 | 0.00 | 0.00 |
| 0.97 | 1.10 | 3.00 | 0.00 | 0.00 |
| 0.97 | 1.10 | 4.00 | 0.00 | 0.00 |
| 0.97 | 1.15 | 1.00 | 0.00 | 0.00 |
| 0.97 | 1.15 | 2.00 | 0.00 | 0.00 |
| 0.97 | 1.15 | 3.00 | 0.00 | 0.00 |
| 0.97 | 1.15 | 4.00 | 0.00 | 0.00 |
| 0.97 | 1.20 | 1.00 | 0.00 | 0.00 |
| 0.97 | 1.20 | 2.00 | 0.00 | 0.00 |
| 0.97 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.97 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.97 | 1.25 | 1.00 | 0.00 | 0.00 |
| 0.97 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.97 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.97 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.97 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.97 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.97 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.97 | 1.30 | 4.00 | 0.00 | 0.00 |
| 0.98 | 1.05 | 1.00 | 0.00 | 0.00 |
| 0.98 | 1.05 | 2.00 | 0.00 | 0.00 |
| 0.98 | 1.05 | 3.00 | 0.00 | 0.00 |
| 0.98 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.98 | 1.10 | 1.00 | 0.00 | 0.00 |
| 0.98 | 1.10 | 2.00 | 0.00 | 0.00 |
| 0.98 | 1.10 | 3.00 | 0.00 | 0.00 |
| 0.98 | 1.10 | 4.00 | 0.00 | 0.00 |
| 0.98 | 1.15 | 1.00 | 0.00 | 0.00 |
| 0.98 | 1.15 | 2.00 | 0.00 | 0.00 |
| 0.98 | 1.15 | 3.00 | 0.00 | 0.00 |
| 0.98 | 1.15 | 4.00 | 0.00 | 0.00 |
| 0.98 | 1.20 | 1.00 | 0.00 | 0.00 |
| 0.98 | 1.20 | 2.00 | 0.00 | 0.00 |
| 0.98 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.98 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.98 | 1.25 | 1.00 | 0.00 | 0.00 |
| 0.98 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.98 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.98 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.98 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.98 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.98 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.98 | 1.30 | 4.00 | 0.00 | 0.00 |
| 0.99 | 1.05 | 1.00 | 0.00 | 0.00 |
| 0.99 | 1.05 | 2.00 | 0.00 | 0.00 |
| 0.99 | 1.05 | 3.00 | 0.00 | 0.00 |
| 0.99 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.99 | 1.10 | 1.00 | 0.00 | 0.00 |
| 0.99 | 1.10 | 2.00 | 0.00 | 0.00 |
| 0.99 | 1.10 | 3.00 | 0.00 | 0.00 |
| 0.99 | 1.10 | 4.00 | 0.00 | 0.00 |
| 0.99 | 1.15 | 1.00 | 0.00 | 0.00 |
| 0.99 | 1.15 | 2.00 | 0.00 | 0.00 |
| 0.99 | 1.15 | 3.00 | 0.00 | 0.00 |
| 0.99 | 1.15 | 4.00 | 0.00 | 0.00 |
| 0.99 | 1.20 | 1.00 | 0.00 | 0.00 |
| 0.99 | 1.20 | 2.00 | 0.00 | 0.00 |
| 0.99 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.99 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.99 | 1.25 | 1.00 | 0.00 | 0.00 |
| 0.99 | 1.25 | 2.00 | 0.00 | 0.00 |
| 0.99 | 1.25 | 3.00 | 0.00 | 0.00 |
| 0.99 | 1.25 | 4.00 | 0.00 | 0.00 |
| 0.99 | 1.30 | 1.00 | 0.00 | 0.00 |
| 0.99 | 1.30 | 2.00 | 0.00 | 0.00 |
| 0.99 | 1.30 | 3.00 | 0.00 | 0.00 |
| 0.99 | 1.30 | 4.00 | 0.00 | 0.00 |
| 1.00 | 1.05 | 1.00 | 0.00 | 0.00 |
| 1.00 | 1.05 | 2.00 | 0.00 | 0.00 |
| 1.00 | 1.05 | 3.00 | 0.00 | 0.00 |
| 1.00 | 1.05 | 4.00 | 0.00 | 0.00 |
| 1.00 | 1.10 | 1.00 | 0.00 | 0.00 |
| 1.00 | 1.10 | 2.00 | 0.00 | 0.00 |
| 1.00 | 1.10 | 3.00 | 0.00 | 0.00 |
| 1.00 | 1.10 | 4.00 | 0.00 | 0.00 |
| 1.00 | 1.15 | 1.00 | 0.00 | 0.00 |
| 1.00 | 1.15 | 2.00 | 0.00 | 0.00 |
| 1.00 | 1.15 | 3.00 | 0.00 | 0.00 |
| 1.00 | 1.15 | 4.00 | 0.00 | 0.00 |
| 1.00 | 1.20 | 1.00 | 0.00 | 0.00 |
| 1.00 | 1.20 | 2.00 | 0.00 | 0.00 |
| 1.00 | 1.20 | 3.00 | 0.00 | 0.00 |
| 1.00 | 1.20 | 4.00 | 0.00 | 0.00 |
| 1.00 | 1.25 | 1.00 | 0.00 | 0.00 |
| 1.00 | 1.25 | 2.00 | 0.00 | 0.00 |
| 1.00 | 1.25 | 3.00 | 0.00 | 0.00 |
| 1.00 | 1.25 | 4.00 | 0.00 | 0.00 |
| 1.00 | 1.30 | 1.00 | 0.00 | 0.00 |
| 1.00 | 1.30 | 2.00 | 0.00 | 0.00 |
| 1.00 | 1.30 | 3.00 | 0.00 | 0.00 |
| 1.00 | 1.30 | 4.00 | 0.00 | 0.00 |
